week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2023-08-07,BEV-001,STR-011,175,142,167,150,False
2023-08-07,BEV-002,STR-011,129,145,148,126,False
2023-08-07,BEV-003,STR-011,217,188,184,221,False
2023-08-07,BEV-004,STR-011,111,47,93,65,False
2023-08-07,BEV-005,STR-011,376,342,334,384,False
2023-08-07,BEV-006,STR-011,69,70,80,59,False
2023-08-07,BEV-007,STR-011,175,59,100,134,False
2023-08-07,BEV-008,STR-011,159,60,97,122,False
2023-08-07,BEV-009,STR-011,205,164,188,181,False
2023-08-07,BEV-010,STR-011,81,96,93,84,False
2023-08-07,BEV-011,STR-011,92,72,97,67,False
2023-08-07,BEV-012,STR-011,97,113,117,93,False
2023-08-07,BEV-013,STR-011,136,98,91,143,False
2023-08-07,BEV-014,STR-011,97,68,68,97,False
2023-08-07,BEV-015,STR-011,160,96,135,121,False
2023-08-07,BEV-001,STR-012,542,357,345,554,False
2023-08-07,BEV-002,STR-012,130,74,111,93,False
2023-08-07,BEV-003,STR-012,211,130,256,85,False
2023-08-07,BEV-004,STR-012,133,48,90,91,False
2023-08-07,BEV-005,STR-012,94,113,105,102,False
2023-08-07,BEV-006,STR-012,161,56,106,111,False
2023-08-07,BEV-007,STR-012,153,68,95,126,False
2023-08-07,BEV-008,STR-012,119,96,84,131,False
2023-08-07,BEV-009,STR-012,105,56,86,75,False
2023-08-07,BEV-010,STR-012,198,159,204,153,False
2023-08-07,BEV-011,STR-012,98,68,83,83,False
2023-08-07,BEV-012,STR-012,358,187,247,298,False
2023-08-07,BEV-013,STR-012,311,266,257,320,False
2023-08-07,BEV-014,STR-012,204,113,114,203,False
2023-08-07,BEV-015,STR-012,223,116,130,209,False
2023-08-07,BEV-001,STR-013,59,47,66,40,False
2023-08-07,BEV-002,STR-013,93,90,79,104,False
2023-08-07,BEV-003,STR-013,76,51,82,45,False
2023-08-07,BEV-004,STR-013,81,65,55,91,False
2023-08-07,BEV-005,STR-013,44,26,51,19,False
2023-08-07,BEV-006,STR-013,71,48,57,62,False
2023-08-07,BEV-007,STR-013,71,54,55,70,False
2023-08-07,BEV-008,STR-013,140,52,90,102,False
2023-08-07,BEV-009,STR-013,72,39,59,52,False
2023-08-07,BEV-010,STR-013,207,125,177,155,False
2023-08-07,BEV-011,STR-013,42,22,42,22,False
2023-08-07,BEV-012,STR-013,69,58,50,77,False
2023-08-07,BEV-013,STR-013,64,39,57,46,False
2023-08-07,BEV-014,STR-013,74,41,48,67,False
2023-08-07,BEV-015,STR-013,88,42,61,69,False
2023-08-07,BEV-001,STR-014,630,355,552,433,False
2023-08-07,BEV-002,STR-014,606,374,379,601,False
2023-08-07,BEV-003,STR-014,182,94,109,167,False
2023-08-07,BEV-004,STR-014,151,57,106,102,False
2023-08-07,BEV-005,STR-014,199,61,114,146,False
2023-08-07,BEV-006,STR-014,165,55,95,125,False
2023-08-07,BEV-007,STR-014,174,136,129,181,False
2023-08-07,BEV-008,STR-014,95,58,73,80,False
2023-08-07,BEV-009,STR-014,109,72,114,67,False
2023-08-07,BEV-010,STR-014,123,62,88,97,False
2023-08-07,BEV-011,STR-014,236,85,134,187,False
2023-08-07,BEV-012,STR-014,179,163,140,202,False
2023-08-07,BEV-013,STR-014,100,70,85,85,False
2023-08-07,BEV-014,STR-014,125,71,89,107,False
2023-08-07,BEV-015,STR-014,205,97,117,185,False
2023-08-07,BEV-001,STR-015,169,77,138,108,False
2023-08-07,BEV-002,STR-015,163,130,149,144,False
2023-08-07,BEV-003,STR-015,147,115,151,111,False
2023-08-07,BEV-004,STR-015,67,55,62,60,False
2023-08-07,BEV-005,STR-015,113,100,100,113,False
2023-08-07,BEV-006,STR-015,147,43,86,104,False
2023-08-07,BEV-007,STR-015,137,68,90,115,False
2023-08-07,BEV-008,STR-015,156,100,129,127,False
2023-08-07,BEV-009,STR-015,88,53,75,66,False
2023-08-07,BEV-010,STR-015,101,129,116,114,False
2023-08-07,BEV-011,STR-015,86,108,94,100,False
2023-08-07,BEV-012,STR-015,146,109,94,161,False
2023-08-07,BEV-013,STR-015,179,86,116,149,False
2023-08-07,BEV-014,STR-015,153,81,107,127,False
2023-08-07,BEV-015,STR-015,288,169,167,290,False
2023-08-07,BEV-001,STR-016,149,191,179,161,False
2023-08-07,BEV-002,STR-016,206,138,140,204,False
2023-08-07,BEV-003,STR-016,140,108,132,116,False
2023-08-07,BEV-004,STR-016,82,71,78,75,False
2023-08-07,BEV-005,STR-016,136,42,83,95,False
2023-08-07,BEV-006,STR-016,229,181,159,251,False
2023-08-07,BEV-007,STR-016,173,141,125,189,False
2023-08-07,BEV-008,STR-016,72,58,73,57,False
2023-08-07,BEV-009,STR-016,77,52,74,55,False
2023-08-07,BEV-010,STR-016,160,84,110,134,False
2023-08-07,BEV-011,STR-016,134,123,111,146,False
2023-08-07,BEV-012,STR-016,98,104,111,91,False
2023-08-07,BEV-013,STR-016,108,56,95,69,False
2023-08-07,BEV-014,STR-016,167,75,97,145,False
2023-08-07,BEV-015,STR-016,191,114,107,198,False
2023-08-07,BEV-001,STR-017,445,289,366,368,False
2023-08-07,BEV-002,STR-017,102,51,83,70,False
2023-08-07,BEV-003,STR-017,133,120,143,110,False
2023-08-07,BEV-004,STR-017,75,74,83,66,False
2023-08-07,BEV-005,STR-017,104,106,104,106,False
2023-08-07,BEV-006,STR-017,158,190,160,188,False
2023-08-07,BEV-007,STR-017,132,121,107,146,False
2023-08-07,BEV-008,STR-017,247,157,281,123,False
2023-08-07,BEV-009,STR-017,206,165,249,122,False
2023-08-07,BEV-010,STR-017,171,55,110,116,False
2023-08-07,BEV-011,STR-017,189,104,108,185,False
2023-08-07,BEV-012,STR-017,94,72,112,54,False
2023-08-07,BEV-013,STR-017,165,121,141,145,False
2023-08-07,BEV-014,STR-017,82,64,77,69,False
2023-08-07,BEV-015,STR-017,153,80,109,124,False
2023-08-07,BEV-001,STR-018,278,175,244,209,False
2023-08-07,BEV-002,STR-018,386,259,333,312,False
2023-08-07,BEV-003,STR-018,434,272,245,461,False
2023-08-07,BEV-004,STR-018,146,203,183,166,False
2023-08-07,BEV-005,STR-018,307,215,188,334,False
2023-08-07,BEV-006,STR-018,619,567,574,612,False
2023-08-07,BEV-007,STR-018,276,221,237,260,False
2023-08-07,BEV-008,STR-018,191,118,150,159,False
2023-08-07,BEV-009,STR-018,360,236,202,394,False
2023-08-07,BEV-010,STR-018,140,129,172,97,False
2023-08-07,BEV-011,STR-018,552,248,374,426,False
2023-08-07,BEV-012,STR-018,293,201,191,303,False
2023-08-07,BEV-013,STR-018,326,217,188,355,False
2023-08-07,BEV-014,STR-018,433,293,297,429,False
2023-08-07,BEV-015,STR-018,356,207,326,237,False
2023-08-07,BEV-001,STR-019,507,219,391,335,False
2023-08-07,BEV-002,STR-019,477,316,266,527,False
2023-08-07,BEV-003,STR-019,612,421,361,672,False
2023-08-07,BEV-004,STR-019,380,190,284,286,False
2023-08-07,BEV-005,STR-019,238,135,137,236,False
2023-08-07,BEV-006,STR-019,389,163,225,327,False
2023-08-07,BEV-007,STR-019,297,275,275,297,False
2023-08-07,BEV-008,STR-019,378,209,216,371,False
2023-08-07,BEV-009,STR-019,284,155,165,274,False
2023-08-07,BEV-010,STR-019,352,161,221,292,False
2023-08-07,BEV-011,STR-019,130,108,95,143,False
2023-08-07,BEV-012,STR-019,588,501,500,589,False
2023-08-07,BEV-013,STR-019,251,202,213,240,False
2023-08-07,BEV-014,STR-019,392,252,237,407,False
2023-08-07,BEV-015,STR-019,145,89,159,75,False
2023-08-07,BEV-001,STR-020,707,266,458,515,False
2023-08-07,BEV-002,STR-020,201,142,122,221,False
2023-08-07,BEV-003,STR-020,126,85,158,53,False
2023-08-07,BEV-004,STR-020,135,97,82,150,False
2023-08-07,BEV-005,STR-020,107,89,92,104,False
2023-08-07,BEV-006,STR-020,105,73,80,98,False
2023-08-07,BEV-007,STR-020,135,99,113,121,False
2023-08-07,BEV-008,STR-020,110,135,117,128,False
2023-08-07,BEV-009,STR-020,123,77,95,105,False
2023-08-07,BEV-010,STR-020,95,97,101,91,False
2023-08-07,BEV-011,STR-020,106,65,71,100,False
2023-08-07,BEV-012,STR-020,168,55,94,129,False
2023-08-07,BEV-013,STR-020,149,82,99,132,False
2023-08-07,BEV-014,STR-020,196,150,152,194,False
2023-08-07,BEV-015,STR-020,138,57,78,117,False
2023-08-07,BEV-001,STR-021,98,98,97,99,False
2023-08-07,BEV-002,STR-021,135,48,90,93,False
2023-08-07,BEV-003,STR-021,77,66,79,64,False
2023-08-07,BEV-004,STR-021,121,65,68,118,False
2023-08-07,BEV-005,STR-021,96,47,54,89,False
2023-08-07,BEV-006,STR-021,79,64,54,89,False
2023-08-07,BEV-007,STR-021,58,42,49,51,False
2023-08-07,BEV-008,STR-021,92,39,62,69,False
2023-08-07,BEV-009,STR-021,72,36,61,47,False
2023-08-07,BEV-010,STR-021,60,46,44,62,False
2023-08-07,BEV-011,STR-021,55,30,37,48,False
2023-08-07,BEV-012,STR-021,45,47,48,44,False
2023-08-07,BEV-013,STR-021,39,27,42,24,False
2023-08-07,BEV-014,STR-021,75,24,49,50,False
2023-08-07,BEV-015,STR-021,85,60,62,83,False
2023-08-07,BEV-001,STR-022,128,158,136,150,False
2023-08-07,BEV-002,STR-022,244,171,149,266,False
2023-08-07,BEV-003,STR-022,223,122,228,117,False
2023-08-07,BEV-004,STR-022,169,107,117,159,False
2023-08-07,BEV-005,STR-022,78,43,55,66,False
2023-08-07,BEV-006,STR-022,315,187,264,238,False
2023-08-07,BEV-007,STR-022,101,106,104,103,False
2023-08-07,BEV-008,STR-022,222,120,124,218,False
2023-08-07,BEV-009,STR-022,224,128,135,217,False
2023-08-07,BEV-010,STR-022,90,46,62,74,False
2023-08-07,BEV-011,STR-022,260,195,202,253,False
2023-08-07,BEV-012,STR-022,71,78,87,62,False
2023-08-07,BEV-013,STR-022,81,77,76,82,False
2023-08-07,BEV-014,STR-022,86,73,88,71,False
2023-08-07,BEV-015,STR-022,118,86,96,108,False
2023-08-07,BEV-001,STR-023,540,333,316,557,False
2023-08-07,BEV-002,STR-023,135,43,84,94,False
2023-08-07,BEV-003,STR-023,236,189,177,248,False
2023-08-07,BEV-004,STR-023,164,113,125,152,False
2023-08-07,BEV-005,STR-023,179,66,113,132,False
2023-08-07,BEV-006,STR-023,135,86,77,144,False
2023-08-07,BEV-007,STR-023,134,60,96,98,False
2023-08-07,BEV-008,STR-023,160,58,100,118,False
2023-08-07,BEV-009,STR-023,488,188,336,340,False
2023-08-07,BEV-010,STR-023,175,63,113,125,False
2023-08-07,BEV-011,STR-023,247,187,213,221,False
2023-08-07,BEV-012,STR-023,178,51,102,127,False
2023-08-07,BEV-013,STR-023,190,94,109,175,False
2023-08-07,BEV-014,STR-023,188,104,129,163,False
2023-08-07,BEV-015,STR-023,170,98,114,154,False
2023-08-07,BEV-001,STR-024,200,152,174,178,False
2023-08-07,BEV-002,STR-024,137,164,153,148,False
2023-08-07,BEV-003,STR-024,189,136,192,133,False
2023-08-07,BEV-004,STR-024,189,99,108,180,False
2023-08-07,BEV-005,STR-024,96,48,83,61,False
2023-08-07,BEV-006,STR-024,111,86,128,69,False
2023-08-07,BEV-007,STR-024,194,88,114,168,False
2023-08-07,BEV-008,STR-024,336,264,228,372,False
2023-08-07,BEV-009,STR-024,235,274,271,238,False
2023-08-07,BEV-010,STR-024,158,67,106,119,False
2023-08-07,BEV-011,STR-024,158,117,109,166,False
2023-08-07,BEV-012,STR-024,126,63,104,85,False
2023-08-07,BEV-013,STR-024,130,54,106,78,False
2023-08-07,BEV-014,STR-024,117,78,134,61,False
2023-08-07,BEV-015,STR-024,157,172,182,147,False
2023-08-07,BEV-001,STR-025,352,214,311,255,False
2023-08-07,BEV-002,STR-025,365,180,356,189,False
2023-08-07,BEV-003,STR-025,420,182,238,364,False
2023-08-07,BEV-004,STR-025,515,432,389,558,False
2023-08-07,BEV-005,STR-025,437,154,272,319,False
2023-08-07,BEV-006,STR-025,262,133,191,204,False
2023-08-07,BEV-007,STR-025,149,88,166,71,False
2023-08-07,BEV-008,STR-025,270,109,174,205,False
2023-08-07,BEV-009,STR-025,230,164,156,238,False
2023-08-07,BEV-010,STR-025,284,132,169,247,False
2023-08-07,BEV-011,STR-025,195,181,185,191,False
2023-08-07,BEV-012,STR-025,209,86,144,151,False
2023-08-07,BEV-013,STR-025,214,229,201,242,False
2023-08-07,BEV-014,STR-025,276,246,236,286,False
2023-08-07,BEV-015,STR-025,199,134,164,169,False
2023-08-07,BEV-001,STR-026,113,81,98,96,False
2023-08-07,BEV-002,STR-026,145,71,83,133,False
2023-08-07,BEV-003,STR-026,155,59,90,124,False
2023-08-07,BEV-004,STR-026,38,30,43,25,False
2023-08-07,BEV-005,STR-026,97,55,59,93,False
2023-08-07,BEV-006,STR-026,204,72,117,159,False
2023-08-07,BEV-007,STR-026,199,124,147,176,False
2023-08-07,BEV-008,STR-026,91,41,52,80,False
2023-08-07,BEV-009,STR-026,85,46,56,75,False
2023-08-07,BEV-010,STR-026,68,42,38,72,False
2023-08-07,BEV-011,STR-026,49,38,41,46,False
2023-08-07,BEV-012,STR-026,86,55,56,85,False
2023-08-07,BEV-013,STR-026,63,27,41,49,False
2023-08-07,BEV-014,STR-026,96,59,55,100,False
2023-08-07,BEV-015,STR-026,47,33,36,44,False
2023-08-07,BEV-001,STR-027,308,170,175,303,False
2023-08-07,BEV-002,STR-027,149,74,113,110,False
2023-08-07,BEV-003,STR-027,656,583,500,739,False
2023-08-07,BEV-004,STR-027,133,86,113,106,False
2023-08-07,BEV-005,STR-027,420,282,258,444,False
2023-08-07,BEV-006,STR-027,122,93,112,103,False
2023-08-07,BEV-007,STR-027,84,98,105,77,False
2023-08-07,BEV-008,STR-027,153,102,89,166,False
2023-08-07,BEV-009,STR-027,105,90,80,115,False
2023-08-07,BEV-010,STR-027,103,66,61,108,False
2023-08-07,BEV-011,STR-027,323,182,257,248,False
2023-08-07,BEV-012,STR-027,290,108,172,226,False
2023-08-07,BEV-013,STR-027,91,86,102,75,False
2023-08-07,BEV-014,STR-027,343,323,284,382,False
2023-08-07,BEV-015,STR-027,291,220,284,227,False
2023-08-07,BEV-001,STR-028,346,176,282,240,False
2023-08-07,BEV-002,STR-028,254,225,280,199,False
2023-08-07,BEV-003,STR-028,330,257,344,243,False
2023-08-07,BEV-004,STR-028,246,236,213,269,False
2023-08-07,BEV-005,STR-028,210,112,213,109,False
2023-08-07,BEV-006,STR-028,338,247,219,366,False
2023-08-07,BEV-007,STR-028,138,116,139,115,False
2023-08-07,BEV-008,STR-028,245,182,230,197,False
2023-08-07,BEV-009,STR-028,358,224,224,358,False
2023-08-07,BEV-010,STR-028,248,177,159,266,False
2023-08-07,BEV-011,STR-028,327,207,190,344,False
2023-08-07,BEV-012,STR-028,180,113,198,95,False
2023-08-07,BEV-013,STR-028,668,297,584,381,False
2023-08-07,BEV-014,STR-028,181,230,213,198,False
2023-08-07,BEV-015,STR-028,359,129,257,231,False
2023-08-07,BEV-001,STR-029,395,203,365,233,False
2023-08-07,BEV-002,STR-029,313,223,221,315,False
2023-08-07,BEV-003,STR-029,364,195,337,222,False
2023-08-07,BEV-004,STR-029,379,244,253,370,False
2023-08-07,BEV-005,STR-029,273,225,215,283,False
2023-08-07,BEV-006,STR-029,722,802,731,793,False
2023-08-07,BEV-007,STR-029,265,163,280,148,False
2023-08-07,BEV-008,STR-029,258,152,241,169,False
2023-08-07,BEV-009,STR-029,503,556,504,555,False
2023-08-07,BEV-010,STR-029,320,239,242,317,False
2023-08-07,BEV-011,STR-029,210,164,206,168,False
2023-08-07,BEV-012,STR-029,434,214,301,347,False
2023-08-07,BEV-013,STR-029,200,138,186,152,False
2023-08-07,BEV-014,STR-029,294,140,263,171,False
2023-08-07,BEV-015,STR-029,619,260,401,478,False
2023-08-07,BEV-001,STR-030,334,111,196,249,False
2023-08-07,BEV-002,STR-030,288,124,165,247,False
2023-08-07,BEV-003,STR-030,96,55,108,43,False
2023-08-07,BEV-004,STR-030,177,78,107,148,False
2023-08-07,BEV-005,STR-030,67,60,58,69,False
2023-08-07,BEV-006,STR-030,132,107,113,126,False
2023-08-07,BEV-007,STR-030,139,132,118,153,False
2023-08-07,BEV-008,STR-030,220,181,159,242,False
2023-08-07,BEV-009,STR-030,101,101,102,100,False
2023-08-07,BEV-010,STR-030,121,122,139,104,False
2023-08-07,BEV-011,STR-030,137,107,90,154,False
2023-08-07,BEV-012,STR-030,120,41,79,82,False
2023-08-07,BEV-013,STR-030,175,87,130,132,False
2023-08-07,BEV-014,STR-030,229,157,139,247,False
2023-08-07,BEV-015,STR-030,169,81,100,150,False
2023-08-14,BEV-001,STR-001,307,98,180,225,False
2023-08-14,BEV-002,STR-001,328,162,190,300,False
2023-08-14,BEV-003,STR-001,477,188,319,346,False
2023-08-14,BEV-004,STR-001,214,232,217,229,False
2023-08-14,BEV-005,STR-001,166,107,125,148,False
2023-08-14,BEV-006,STR-001,311,154,201,264,False
2023-08-14,BEV-007,STR-001,133,76,111,98,False
2023-08-14,BEV-008,STR-001,78,53,82,49,False
2023-08-14,BEV-009,STR-001,235,147,140,242,False
2023-08-14,BEV-010,STR-001,134,77,89,122,False
2023-08-14,BEV-011,STR-001,94,92,93,93,False
2023-08-14,BEV-012,STR-001,103,56,107,52,False
2023-08-14,BEV-013,STR-001,109,79,131,57,False
2023-08-14,BEV-014,STR-001,202,80,117,165,False
2023-08-14,BEV-015,STR-001,155,72,108,119,False
2023-08-14,BEV-001,STR-002,218,82,164,136,False
2023-08-14,BEV-002,STR-002,212,114,151,175,False
2023-08-14,BEV-003,STR-002,634,327,417,544,False
2023-08-14,BEV-004,STR-002,55,26,49,32,False
2023-08-14,BEV-005,STR-002,152,61,94,119,False
2023-08-14,BEV-006,STR-002,102,123,105,120,False
2023-08-14,BEV-007,STR-002,136,80,77,139,False
2023-08-14,BEV-008,STR-002,97,110,108,99,False
2023-08-14,BEV-009,STR-002,139,106,96,149,False
2023-08-14,BEV-010,STR-002,182,144,135,191,False
2023-08-14,BEV-011,STR-002,140,118,131,127,False
2023-08-14,BEV-012,STR-002,141,55,91,105,False
2023-08-14,BEV-013,STR-002,148,73,97,124,False
2023-08-14,BEV-014,STR-002,88,62,99,51,False
2023-08-14,BEV-015,STR-002,151,57,91,117,False
2023-08-14,BEV-001,STR-003,119,74,78,115,False
2023-08-14,BEV-002,STR-003,321,204,191,334,False
2023-08-14,BEV-003,STR-003,57,34,58,33,False
2023-08-14,BEV-004,STR-003,70,53,56,67,False
2023-08-14,BEV-005,STR-003,85,33,56,62,False
2023-08-14,BEV-006,STR-003,34,23,42,15,False
2023-08-14,BEV-007,STR-003,53,30,59,24,False
2023-08-14,BEV-008,STR-003,76,26,44,58,False
2023-08-14,BEV-009,STR-003,56,61,53,64,False
2023-08-14,BEV-010,STR-003,92,29,58,63,False
2023-08-14,BEV-011,STR-003,67,53,50,70,False
2023-08-14,BEV-012,STR-003,48,32,55,25,False
2023-08-14,BEV-013,STR-003,76,48,45,79,False
2023-08-14,BEV-014,STR-003,61,32,48,45,False
2023-08-14,BEV-015,STR-003,51,42,48,45,False
2023-08-14,BEV-001,STR-004,617,262,459,420,False
2023-08-14,BEV-002,STR-004,351,144,289,206,False
2023-08-14,BEV-003,STR-004,212,159,207,164,False
2023-08-14,BEV-004,STR-004,195,206,180,221,False
2023-08-14,BEV-005,STR-004,280,189,189,280,False
2023-08-14,BEV-006,STR-004,245,226,190,281,False
2023-08-14,BEV-007,STR-004,333,132,190,275,False
2023-08-14,BEV-008,STR-004,453,566,494,525,False
2023-08-14,BEV-009,STR-004,371,202,219,354,False
2023-08-14,BEV-010,STR-004,312,216,235,293,False
2023-08-14,BEV-011,STR-004,165,168,174,159,False
2023-08-14,BEV-012,STR-004,245,113,152,206,False
2023-08-14,BEV-013,STR-004,346,273,237,382,False
2023-08-14,BEV-014,STR-004,273,100,181,192,False
2023-08-14,BEV-015,STR-004,880,336,558,658,False
2023-08-14,BEV-001,STR-005,289,199,190,298,False
2023-08-14,BEV-002,STR-005,96,100,111,85,False
2023-08-14,BEV-003,STR-005,146,76,136,86,False
2023-08-14,BEV-004,STR-005,102,80,104,78,False
2023-08-14,BEV-005,STR-005,137,110,112,135,False
2023-08-14,BEV-006,STR-005,141,65,89,117,False
2023-08-14,BEV-007,STR-005,133,61,92,102,False
2023-08-14,BEV-008,STR-005,105,70,81,94,False
2023-08-14,BEV-009,STR-005,160,76,99,137,False
2023-08-14,BEV-010,STR-005,101,75,83,93,False
2023-08-14,BEV-011,STR-005,171,110,111,170,False
2023-08-14,BEV-012,STR-005,51,76,64,63,False
2023-08-14,BEV-013,STR-005,244,159,139,264,False
2023-08-14,BEV-014,STR-005,307,290,265,332,False
2023-08-14,BEV-015,STR-005,97,85,104,78,False
2023-08-14,BEV-001,STR-006,312,266,231,347,False
2023-08-14,BEV-002,STR-006,161,105,160,106,False
2023-08-14,BEV-003,STR-006,110,118,120,108,False
2023-08-14,BEV-004,STR-006,414,178,235,357,False
2023-08-14,BEV-005,STR-006,93,35,64,64,False
2023-08-14,BEV-006,STR-006,163,51,98,116,False
2023-08-14,BEV-007,STR-006,72,45,83,34,False
2023-08-14,BEV-008,STR-006,190,71,118,143,False
2023-08-14,BEV-009,STR-006,137,91,89,139,False
2023-08-14,BEV-010,STR-006,107,77,98,86,False
2023-08-14,BEV-011,STR-006,137,85,87,135,False
2023-08-14,BEV-012,STR-006,129,150,135,144,False
2023-08-14,BEV-013,STR-006,366,142,281,227,False
2023-08-14,BEV-014,STR-006,202,152,137,217,False
2023-08-14,BEV-015,STR-006,189,132,116,205,False
2023-08-14,BEV-001,STR-007,247,130,164,213,False
2023-08-14,BEV-002,STR-007,285,139,161,263,False
2023-08-14,BEV-003,STR-007,149,105,162,92,False
2023-08-14,BEV-004,STR-007,62,38,61,39,False
2023-08-14,BEV-005,STR-007,127,102,94,135,False
2023-08-14,BEV-006,STR-007,148,84,117,115,False
2023-08-14,BEV-007,STR-007,161,60,99,122,False
2023-08-14,BEV-008,STR-007,104,45,72,77,False
2023-08-14,BEV-009,STR-007,291,227,208,310,False
2023-08-14,BEV-010,STR-007,322,192,335,179,False
2023-08-14,BEV-011,STR-007,101,142,125,118,False
2023-08-14,BEV-012,STR-007,99,113,99,113,False
2023-08-14,BEV-013,STR-007,105,106,119,92,False
2023-08-14,BEV-014,STR-007,117,100,139,78,False
2023-08-14,BEV-015,STR-007,53,49,66,36,False
2023-08-14,BEV-001,STR-008,73,38,61,50,False
2023-08-14,BEV-002,STR-008,149,115,98,166,False
2023-08-14,BEV-003,STR-008,63,55,71,47,False
2023-08-14,BEV-004,STR-008,43,51,48,46,False
2023-08-14,BEV-005,STR-008,65,36,47,54,False
2023-08-14,BEV-006,STR-008,113,48,69,92,False
2023-08-14,BEV-007,STR-008,83,73,66,90,False
2023-08-14,BEV-008,STR-008,365,231,217,379,False
2023-08-14,BEV-009,STR-008,75,29,48,56,False
2023-08-14,BEV-010,STR-008,69,53,53,69,False
2023-08-14,BEV-011,STR-008,60,25,35,50,False
2023-08-14,BEV-012,STR-008,74,48,65,57,False
2023-08-14,BEV-013,STR-008,46,42,38,50,False
2023-08-14,BEV-014,STR-008,61,33,52,42,False
2023-08-14,BEV-015,STR-008,34,23,39,18,False
2023-08-14,BEV-001,STR-009,85,70,66,89,False
2023-08-14,BEV-002,STR-009,210,183,156,237,False
2023-08-14,BEV-003,STR-009,58,37,66,29,False
2023-08-14,BEV-004,STR-009,78,27,45,60,False
2023-08-14,BEV-005,STR-009,52,25,45,32,False
2023-08-14,BEV-006,STR-009,91,39,58,72,False
2023-08-14,BEV-007,STR-009,41,43,39,45,False
2023-08-14,BEV-008,STR-009,48,30,52,26,False
2023-08-14,BEV-009,STR-009,52,68,62,58,False
2023-08-14,BEV-010,STR-009,74,51,45,80,False
2023-08-14,BEV-011,STR-009,140,100,107,133,False
2023-08-14,BEV-012,STR-009,42,37,48,31,False
2023-08-14,BEV-013,STR-009,103,74,62,115,False
2023-08-14,BEV-014,STR-009,198,123,125,196,False
2023-08-14,BEV-015,STR-009,42,25,45,22,False
2023-08-14,BEV-001,STR-010,112,90,82,120,False
2023-08-14,BEV-002,STR-010,97,56,58,95,False
2023-08-14,BEV-003,STR-010,107,74,85,96,False
2023-08-14,BEV-004,STR-010,49,33,54,28,False
2023-08-14,BEV-005,STR-010,109,44,70,83,False
2023-08-14,BEV-006,STR-010,46,50,42,54,False
2023-08-14,BEV-007,STR-010,61,34,41,54,False
2023-08-14,BEV-008,STR-010,46,33,55,24,False
2023-08-14,BEV-009,STR-010,89,44,62,71,False
2023-08-14,BEV-010,STR-010,56,69,65,60,False
2023-08-14,BEV-011,STR-010,97,35,55,77,False
2023-08-14,BEV-012,STR-010,23,29,29,23,False
2023-08-14,BEV-013,STR-010,46,27,44,29,False
2023-08-14,BEV-014,STR-010,149,87,124,112,False
2023-08-14,BEV-015,STR-010,68,35,41,62,False
2023-08-14,BEV-001,STR-011,129,131,122,138,False
2023-08-14,BEV-002,STR-011,222,200,195,227,False
2023-08-14,BEV-003,STR-011,182,126,159,149,False
2023-08-14,BEV-004,STR-011,142,58,96,104,False
2023-08-14,BEV-005,STR-011,63,54,55,62,False
2023-08-14,BEV-006,STR-011,46,60,58,48,False
2023-08-14,BEV-007,STR-011,77,85,88,74,False
2023-08-14,BEV-008,STR-011,122,129,109,142,False
2023-08-14,BEV-009,STR-011,69,45,45,69,False
2023-08-14,BEV-010,STR-011,85,73,90,68,False
2023-08-14,BEV-011,STR-011,204,264,224,244,False
2023-08-14,BEV-012,STR-011,169,64,128,105,False
2023-08-14,BEV-013,STR-011,150,54,92,112,False
2023-08-14,BEV-014,STR-011,191,61,108,144,False
2023-08-14,BEV-015,STR-011,183,81,103,161,False
2023-08-14,BEV-001,STR-012,83,65,86,62,False
2023-08-14,BEV-002,STR-012,303,204,173,334,False
2023-08-14,BEV-003,STR-012,127,166,156,137,False
2023-08-14,BEV-004,STR-012,358,304,275,387,False
2023-08-14,BEV-005,STR-012,259,146,179,226,False
2023-08-14,BEV-006,STR-012,66,51,58,59,False
2023-08-14,BEV-007,STR-012,209,77,134,152,False
2023-08-14,BEV-008,STR-012,115,58,94,79,False
2023-08-14,BEV-009,STR-012,142,81,106,117,False
2023-08-14,BEV-010,STR-012,147,79,99,127,False
2023-08-14,BEV-011,STR-012,130,105,92,143,False
2023-08-14,BEV-012,STR-012,159,94,89,164,False
2023-08-14,BEV-013,STR-012,443,146,256,333,False
2023-08-14,BEV-014,STR-012,99,61,70,90,False
2023-08-14,BEV-015,STR-012,149,122,115,156,False
2023-08-14,BEV-001,STR-013,113,44,69,88,False
2023-08-14,BEV-002,STR-013,78,33,58,53,False
2023-08-14,BEV-003,STR-013,119,50,68,101,False
2023-08-14,BEV-004,STR-013,79,71,63,87,False
2023-08-14,BEV-005,STR-013,71,34,45,60,False
2023-08-14,BEV-006,STR-013,85,46,54,77,False
2023-08-14,BEV-007,STR-013,62,30,43,49,False
2023-08-14,BEV-008,STR-013,99,56,58,97,False
2023-08-14,BEV-009,STR-013,70,44,85,29,False
2023-08-14,BEV-010,STR-013,111,58,68,101,False
2023-08-14,BEV-011,STR-013,53,29,48,34,False
2023-08-14,BEV-012,STR-013,70,50,57,63,False
2023-08-14,BEV-013,STR-013,72,39,51,60,False
2023-08-14,BEV-014,STR-013,87,88,94,81,False
2023-08-14,BEV-015,STR-013,41,48,43,46,False
2023-08-14,BEV-001,STR-014,212,97,172,137,False
2023-08-14,BEV-002,STR-014,187,135,144,178,False
2023-08-14,BEV-003,STR-014,243,138,148,233,False
